interaction_id|date_id|customer_id|channel_id|location_id|interaction_type|interaction_rating
57984|1052|59|5|13|In-Person|3
59980|1635|1|4|13|Call|2
94798|560|2|4|9|Email|2
73454|1173|24|1|26|Email|5
14002|154|34|4|35|Call|4
45354|416|24|5|34|In-Person|1
49489|1262|78|3|4|In-Person|4
60833|810|8|2|10|Email|2
49323|236|89|2|20|Call|5
22712|190|6|5|35|Chat|5
33340|1452|45|2|1|Chat|3
25393|1257|21|1|13|Call|4
89468|766|1|2|48|In-Person|2
99743|519|9|1|39|Call|3
80773|184|30|4|25|Email|5
94832|949|86|4|8|Chat|4
20353|787|24|3|28|In-Person|1
66911|1210|23|2|39|Call|4
65375|172|80|1|35|Email|5
38808|1125|99|2|5|Email|1
91926|1325|20|1|16|In-Person|5
31300|673|2|1|17|Email|5
18458|827|89|3|5|Email|3
10311|1574|83|3|39|Email|4
70504|183|32|4|11|Call|5
90576|400|64|3|9|In-Person|2
14346|948|91|4|32|In-Person|1
58426|206|92|3|33|Chat|2
11140|10|56|1|8|Email|2
53731|776|10|5|25|Chat|2
63753|1805|56|1|10|Email|2
41226|1173|39|2|13|Email|5
84466|1710|31|1|12|Email|5
5485|613|4|2|34|Chat|5
31451|143|95|1|14|Chat|1
58005|1620|48|5|3|In-Person|2
62594|145|3|2|22|Email|4
45587|151|88|4|18|Chat|5
36316|542|30|2|34|In-Person|2
18879|863|90|4|43|Chat|4
51844|474|99|2|19|Call|3
5346|569|51|2|17|In-Person|1
65118|827|62|3|43|Chat|4
83890|1666|57|2|23|Call|5
41989|712|34|4|35|Email|3
86854|229|36|3|37|In-Person|5
74475|1371|92|3|10|Email|3
27525|1533|16|2|29|Email|4
33223|38|39|5|20|In-Person|2
91000|1123|28|1|12|Call|5
90437|947|51|1|46|Email|1
8866|340|72|3|49|In-Person|1
49798|1243|39|3|18|Call|4
99000|800|43|1|9|Call|3
54588|567|22|5|5|In-Person|1
92420|418|16|1|41|Call|3
37666|1819|17|4|34|Chat|1
33804|520|35|3|9|Chat|2
30832|1049|5|3|41|Call|2
462|534|7|2|33|Chat|3
45946|833|80|5|10|Chat|4
53829|671|52|1|16|Call|3
95792|1375|35|1|49|Email|5
76925|666|32|4|48|Chat|5
19482|966|93|1|23|In-Person|2
31648|718|76|3|46|Call|2
22900|1012|90|2|45|Chat|2
37700|1761|58|2|2|In-Person|4
72824|542|80|1|42|In-Person|5
79837|1799|64|4|11|Email|3
29613|1288|48|5|24|Call|5
58136|1673|73|4|48|Chat|1
74576|84|3|2|22|Email|3
50040|294|86|5|38|Email|5
21151|1049|38|3|36|Call|1
29797|1672|2|2|36|In-Person|4
32401|1436|94|4|49|In-Person|1
59326|376|87|5|12|Chat|1
60126|1455|41|4|5|In-Person|5
80619|711|77|4|1|Call|4
81884|833|6|1|9|Call|5
28640|718|10|1|4|Call|5
65564|688|47|2|26|In-Person|2
94652|704|87|1|6|Chat|4
53515|463|28|1|1|Call|3
72307|1529|81|3|15|In-Person|1
45667|1271|83|4|46|In-Person|3
18115|504|51|1|13|Chat|5
98106|1710|27|5|45|Call|1
5094|340|87|1|40|Chat|3
54560|178|87|5|34|Call|1
31015|808|8|4|9|Email|1
6041|734|14|4|10|Call|3
5807|395|78|4|30|In-Person|1
73244|7|95|1|37|Call|2
76992|1619|76|3|38|Chat|1
38013|503|20|4|13|Call|2
685|425|46|3|43|In-Person|2
49277|236|68|3|23|In-Person|2
64266|330|26|3|48|Call|5
33118|45|98|2|23|Call|1
71884|1085|23|4|6|In-Person|5
12962|168|66|3|20|In-Person|3
63833|191|72|4|33|Call|5
7979|919|67|1|47|Chat|3
33711|1750|75|4|39|Chat|4
9973|298|28|2|5|Call|4
97246|39|31|1|37|Chat|5
82833|859|64|5|30|Email|1
1775|1062|28|3|6|In-Person|2
10996|1824|79|4|43|In-Person|2
53545|1333|90|2|14|Call|1
79176|1801|91|5|16|Email|1
63632|551|88|4|45|Call|2
96474|568|89|3|39|Call|3
96109|239|70|4|39|Chat|3
81930|426|29|5|42|Email|4
30501|223|26|2|26|Chat|5
37054|1100|19|5|32|Chat|5
11724|1472|36|4|22|In-Person|1
53215|95|83|3|19|Email|2
51295|620|13|4|16|Chat|2
57761|1415|15|5|13|In-Person|3
22015|125|97|4|17|Call|1
57710|80|36|3|20|Email|3
63260|1650|10|2|21|Call|1
22929|1397|89|5|16|In-Person|2
11477|1311|14|4|48|Email|3
69067|1036|33|2|46|Call|1
8942|1663|99|1|42|Email|3
36292|403|32|4|18|Chat|5
8298|1469|75|3|4|Email|3
72364|576|68|1|20|In-Person|3
39205|1420|17|5|46|Chat|2
97848|930|23|3|46|Email|4
81843|667|12|5|26|Chat|1
85319|1601|81|1|33|In-Person|3
71001|277|58|2|2|Call|1
17596|51|79|2|7|Chat|2
61719|1032|76|4|42|Email|2
9065|1076|89|1|29|Chat|4
71852|632|86|1|43|Email|1
87580|1537|76|3|17|Chat|5
21657|157|8|4|34|Email|1
87976|922|84|5|4|In-Person|4
86743|224|67|4|26|Chat|3
30447|1689|65|1|46|Chat|4
11223|379|13|5|47|Chat|5
52263|683|14|1|42|Chat|1
38943|975|9|1|49|Email|3
14966|1438|37|4|42|Email|2
69678|1791|35|3|48|Chat|3
58041|1013|60|1|19|Email|5
4736|1390|77|5|26|In-Person|5
49796|624|21|4|29|Call|5
83002|1122|76|4|43|Call|4
60079|100|100|4|1|In-Person|3
42677|286|11|5|10|In-Person|4
17543|1144|100|4|3|Chat|5
7677|1580|97|1|31|Chat|4
41984|490|49|4|42|Email|4
47641|86|68|3|28|Chat|5
17914|451|61|5|49|Chat|5
374|210|93|4|24|Chat|5
84821|1050|16|2|24|Email|3
23583|595|11|2|15|In-Person|4
1389|411|97|2|32|Call|1
13771|1370|55|2|13|Call|5
69156|1438|62|1|30|Call|1
93884|1692|8|1|29|In-Person|2
50477|1718|16|1|43|Email|5
86628|950|4|4|24|Call|5
37950|1739|14|3|31|Call|2
55784|443|13|2|1|Chat|3
46969|325|30|1|33|Call|2
78244|174|10|5|2|Email|3
74976|462|63|1|11|Email|1
26143|1687|62|1|44|Chat|2
61323|1083|37|4|31|Email|1
5289|1121|31|4|31|Email|4
8195|1727|16|4|48|In-Person|2
29527|1625|53|3|20|Email|3
92569|1691|50|4|21|Call|1
83301|694|90|4|11|Email|5
7577|1186|1|4|44|Email|3
25451|1391|84|1|16|Chat|2
28350|155|59|3|14|In-Person|2
33733|220|84|2|1|Email|3
43408|1753|30|4|13|Email|5
49769|645|90|1|1|Email|4
1125|1744|30|4|11|Chat|1
90867|1355|11|5|20|Chat|4
24412|990|83|5|11|Email|5
21335|112|87|5|10|In-Person|4
26522|49|39|1|12|In-Person|5
65088|137|78|2|22|Call|3
92865|333|11|1|1|Call|2
63286|286|38|5|45|Call|5
69939|1358|63|5|32|Call|2
36958|534|81|4|23|Chat|4
84381|1337|30|3|37|Call|3
37622|1709|74|3|42|Call|4
38294|1456|38|2|26|Email|3
27623|262|74|4|23|Call|5
80239|349|36|4|28|Call|5
9556|562|99|4|29|Chat|5
80301|640|43|1|46|Email|5
19620|462|18|5|20|Call|4
31351|818|73|2|46|In-Person|3
41386|1104|89|2|11|Call|1
73223|1459|99|5|18|Chat|5
95275|1651|83|5|22|Chat|2
97582|964|100|2|44|Chat|4
33652|1695|2|4|7|Email|2
56419|394|60|5|45|Call|4
6888|451|16|4|32|Call|1
90007|300|22|1|11|Chat|3
65000|63|12|4|28|Email|4
75105|320|78|3|36|Chat|2
94773|1410|74|1|24|Chat|3
32189|1169|24|1|5|Email|2
26848|1639|29|3|31|Email|2
27278|149|69|5|27|Call|4
31036|1376|97|2|37|Call|2
54957|1184|14|5|37|In-Person|2
93099|1039|93|2|37|Email|3
81219|1054|32|1|3|Chat|3
32486|1002|99|2|45|In-Person|3
93782|1098|64|2|50|Email|5
29274|1648|6|3|17|Call|4
89564|1526|92|1|44|In-Person|2
85836|430|39|1|22|Call|3
11256|1183|34|4|27|In-Person|5
99853|1170|79|2|48|Email|5
90695|379|60|5|11|Chat|3
3699|24|89|5|1|Chat|1
19811|480|25|2|26|In-Person|3
14986|872|18|2|32|Call|5
91954|532|25|1|1|Chat|2
43590|1151|45|5|50|Email|5
71773|1405|23|5|10|Email|3
86155|1229|53|4|10|Chat|3
98060|1435|92|3|5|Email|5
4047|71|37|2|1|Call|5
90479|398|39|1|33|Chat|4
88395|166|72|3|5|Email|3
98054|1092|68|1|27|In-Person|4
6350|1141|4|3|26|Call|4
51007|947|55|4|7|Email|2
13606|1077|56|5|38|In-Person|2
50126|1517|20|3|12|Call|5
58583|1476|79|3|29|Call|1
19472|1267|20|4|10|Email|1
96796|1180|37|2|41|In-Person|3
83191|1555|71|5|30|Chat|3
77206|879|27|4|40|Chat|5
68369|625|30|5|45|Call|3
98834|1262|31|3|3|Email|2
72240|621|19|5|29|Chat|5
65946|1706|52|1|41|Chat|2
3882|442|49|2|42|Call|4
81524|1164|51|2|46|In-Person|3
11928|564|42|1|33|Chat|1
18372|1011|24|3|22|Chat|5
34752|1181|16|1|45|Call|2
62649|1692|79|3|45|In-Person|4
93867|270|39|5|40|Email|3
49015|790|85|1|30|Call|5
13382|530|2|3|44|Chat|2
38043|607|64|2|44|Email|3
51556|374|37|2|11|Chat|5
13853|622|15|1|13|In-Person|3
91808|1431|49|4|30|Chat|4
43554|444|55|1|23|Email|4
88732|1733|37|1|16|In-Person|5
56437|71|64|5|19|Call|3
9601|1238|40|3|2|Email|2
49936|59|68|3|48|Email|4
56565|395|5|5|1|In-Person|1
46224|394|10|4|6|In-Person|5
21462|1609|46|5|24|In-Person|1
60562|1139|96|4|47|Call|5
40357|310|5|1|7|In-Person|3
89031|1201|18|2|15|Email|4
35972|206|89|5|28|Chat|4
92341|63|95|2|19|In-Person|2
39870|236|6|5|29|Call|3
58378|827|93|1|35|Email|3
25247|1303|71|2|38|Chat|3
18924|136|44|5|45|Call|2
86060|1408|35|1|14|Call|1
4356|549|84|4|22|Chat|1
70361|98|14|2|49|Email|3
77408|509|43|1|37|Call|5
74918|941|51|3|37|Call|2
48166|842|97|1|20|Call|3
39796|1534|45|2|26|In-Person|5
6417|1003|62|3|34|Email|3
21459|1718|37|3|27|In-Person|5
10990|1090|82|3|9|Call|1
98940|933|55|1|31|In-Person|2
2368|784|30|1|34|Call|4
73511|699|93|2|1|Email|5
12717|630|94|1|41|Chat|2
32225|1111|90|5|45|Chat|5
7578|1138|87|1|5|Call|1
65890|1655|6|2|7|Email|5
6988|1246|49|2|11|Chat|2
73195|349|29|3|17|In-Person|3
25498|1770|79|1|7|Email|2
36854|481|42|2|26|In-Person|1
77934|788|5|3|14|Email|3
55809|253|100|1|30|Call|1
95828|893|14|2|31|Chat|4
93033|1435|86|4|2|Chat|5
34350|757|26|1|24|In-Person|4
8200|534|50|3|47|Call|5
12368|17|16|2|2|Call|5
4529|892|84|5|37|Call|1
36717|279|76|3|33|Chat|2
83216|907|29|3|17|Chat|4
58531|217|84|5|24|In-Person|5
73028|1379|61|3|16|Chat|2
55350|1675|40|1|46|Email|2
47654|223|39|4|25|Chat|5
24696|602|29|3|48|Email|2
33376|285|66|1|23|Email|1
62792|1707|84|2|41|Call|2
62920|191|12|3|2|Call|3
32861|1748|67|2|29|In-Person|3
33261|1214|47|4|11|In-Person|2
6825|1048|40|2|25|Call|2
27372|1650|80|4|50|Call|4
64687|806|91|2|19|Email|2
5454|387|8|2|25|In-Person|4
78785|1134|80|4|12|Email|2
38181|1607|32|1|2|Call|4
88428|771|26|4|23|Email|2
77003|583|2|1|29|Email|1
44802|1260|31|1|28|In-Person|2
75844|1459|5|2|2|In-Person|5
10450|1017|54|4|42|Email|3
46430|890|86|2|23|In-Person|3
86564|1137|71|4|3|Call|3
16032|1601|31|2|5|Chat|2
12337|1313|100|3|23|Chat|2
50905|1458|95|5|46|In-Person|3
62416|1028|90|5|4|Email|2
95927|550|96|2|12|Email|3
8514|532|27|1|42|Chat|5
5022|1102|93|1|16|Email|2
69645|1274|85|3|12|Email|2
8796|1016|89|4|23|Chat|3
66269|1395|88|5|2|In-Person|2
85052|1783|42|2|2|Chat|2
82686|1616|29|3|39|In-Person|1
851|1438|42|3|23|Email|3
71174|1701|16|5|45|Chat|4
44844|303|12|3|15|Call|4
43626|1265|1|1|37|Email|5
262|32|43|3|8|Email|5
57898|355|88|4|49|Call|1
25827|1138|94|2|45|In-Person|3
19189|60|32|1|49|Chat|5
17216|1123|79|3|49|Email|3
5851|1217|52|2|46|Call|5
64209|570|26|4|44|Call|2
31851|1672|51|1|21|In-Person|5
5127|186|94|2|39|In-Person|5
67273|1463|69|3|12|Email|3
60378|1091|5|4|24|Email|3
32431|882|99|4|21|Chat|1
38910|371|10|3|41|Chat|1
1520|965|29|3|1|Chat|2
84766|1023|29|1|38|Email|4
98838|1750|79|2|31|In-Person|5
3393|358|50|5|22|Call|3
32462|890|9|1|50|In-Person|3
34573|1301|31|3|19|Call|5
22219|826|31|4|34|Call|3
52110|762|93|1|11|Call|5
78898|1399|80|5|27|In-Person|1
24771|275|29|3|5|Email|4
80832|158|24|2|4|Email|1
62946|1243|34|1|26|Chat|5
89242|1729|2|2|50|In-Person|2
86004|920|59|4|48|In-Person|3
23840|634|2|5|6|Chat|3
81430|187|78|4|1|In-Person|1
92570|575|46|3|27|In-Person|3
69113|1423|50|4|23|Call|3
92255|1573|89|4|24|In-Person|1
24106|1532|67|1|4|Call|5
19457|513|47|4|35|In-Person|1
68093|1303|24|5|34|Chat|3
67528|440|71|5|29|In-Person|3
13135|300|69|1|46|In-Person|4
48192|36|66|5|44|Chat|3
53782|69|59|3|48|Email|1
69055|1712|43|4|4|Call|1
28768|1592|27|4|31|In-Person|2
18082|1376|61|1|33|In-Person|2
1171|365|79|1|36|Email|5
27224|1015|72|4|32|Call|1
13878|632|16|5|28|Email|5
54009|1562|26|2|46|Chat|3
75102|1491|47|1|23|In-Person|1
85340|1217|13|4|19|In-Person|5
24985|1184|53|2|41|Call|2
38848|919|12|2|30|Call|1
73354|293|61|4|7|In-Person|3
86350|892|19|2|15|Email|1
55348|1047|89|2|43|Chat|3
67612|452|73|5|36|Call|3
69193|1016|59|2|42|Chat|1
93731|898|90|1|19|Chat|5
98138|726|68|4|31|In-Person|3
1412|1514|3|5|40|Chat|4
80934|1315|58|2|1|In-Person|1
44744|573|57|5|20|Chat|4
43504|433|46|5|41|Call|5
32492|1113|55|3|50|Email|3
89563|352|88|5|46|Email|1
16165|605|58|3|44|In-Person|5
84036|566|6|3|50|In-Person|2
2196|551|68|5|50|In-Person|2
82453|1168|46|5|47|In-Person|5
40584|1528|19|2|21|Email|5
10597|1565|96|3|31|Chat|1
678|428|64|4|26|In-Person|3
50153|1582|66|1|42|In-Person|3
18135|784|94|5|3|Email|4
96810|1374|38|4|14|In-Person|3
35024|943|26|5|4|Call|3
81341|390|92|4|33|In-Person|1
70720|234|12|4|18|In-Person|5
42799|953|26|2|39|Call|5
54315|1640|74|4|40|Email|5
15080|1307|32|2|4|Call|3
55939|388|34|1|32|Chat|3
37829|193|70|3|36|Email|5
88915|361|28|3|38|In-Person|3
5025|252|28|2|34|Chat|5
96714|1298|33|1|42|In-Person|5
29577|1093|18|4|4|Call|3
91518|669|27|1|40|Email|2
95915|1489|81|1|7|Chat|2
36998|1109|73|5|30|Chat|5
19627|241|82|4|5|Chat|2
79500|600|69|2|35|Chat|4
4312|454|59|3|40|In-Person|2
18096|94|86|5|24|Chat|4
53572|154|98|2|11|Chat|1
83163|1481|87|4|23|In-Person|3
5549|497|28|5|36|Chat|1
83648|85|25|5|49|Call|1
48564|516|20|1|28|Email|1
31944|1406|3|2|3|Email|4
58126|686|41|1|46|Chat|2
61201|1358|3|1|50|Email|3
4620|1230|91|3|17|In-Person|1
85472|132|52|3|18|Chat|5
8194|787|37|5|2|In-Person|3
99225|82|26|5|16|In-Person|2
68352|1045|83|5|24|Chat|5
32876|187|38|2|17|In-Person|4
93674|1074|47|3|44|Email|3
7592|1593|28|5|41|In-Person|5
79102|1064|86|3|36|In-Person|4
23166|362|51|4|37|Call|4
92470|1713|52|2|42|In-Person|2
84895|534|29|1|50|Email|4
83702|65|32|4|38|Email|5
28915|1|60|1|24|In-Person|2
67726|751|63|1|34|Chat|1
27474|1706|20|5|5|Chat|5
60828|562|40|3|41|Call|3
70900|49|20|3|9|Email|5
72836|1355|61|2|22|In-Person|1
25244|708|49|3|32|Email|1
32395|116|96|1|36|Call|3
25891|1211|64|2|5|Call|4
29038|167|43|1|32|In-Person|5
87070|52|29|4|17|Email|2
6298|1612|32|4|19|Chat|1
24469|993|53|3|13|Call|4
50551|761|21|5|41|Chat|3
38794|385|90|1|42|In-Person|1
77009|822|30|1|44|Call|2
22968|1826|93|3|30|In-Person|1
42268|512|85|4|40|In-Person|4
31606|1213|70|1|1|Email|1
53074|1652|47|2|34|Call|5
47250|483|59|1|49|Chat|1
66049|752|80|1|29|Call|5
25849|234|22|3|15|Chat|4
45720|475|70|2|31|In-Person|3
37429|1447|41|3|24|In-Person|3
11472|987|17|2|9|Chat|4
41452|1064|95|3|35|In-Person|2
8333|1407|41|2|38|In-Person|3
9497|1144|21|3|28|Call|5
79992|1542|12|1|49|In-Person|3
24256|1321|81|2|2|Chat|2
69960|1065|87|4|2|Email|1
58412|228|32|1|21|Email|5
10814|1530|67|4|26|In-Person|1
74367|1497|9|1|44|In-Person|4
4318|1395|7|2|39|Chat|1
22775|1136|39|2|42|Chat|2
35474|307|11|5|11|In-Person|4
25664|1056|15|1|4|Call|5
49638|872|1|3|44|In-Person|1
33740|705|27|2|48|Chat|4
5335|877|16|3|50|In-Person|2
28804|316|43|1|43|Chat|2
58596|254|43|5|34|Chat|5
30422|1076|31|5|11|Chat|5
58905|1091|25|1|32|In-Person|1
65222|1471|18|1|15|Email|5
32363|1805|39|4|40|Chat|2
59463|556|33|5|24|Chat|2
75300|825|68|4|21|Chat|2
59610|928|2|1|7|In-Person|2
37858|334|48|1|43|Email|1
47079|1300|7|1|24|Email|2
9068|118|48|1|32|Email|1
42631|372|53|5|20|Chat|4
55144|854|95|1|15|Chat|2
21265|571|89|1|16|Call|3
39279|1801|59|5|49|Chat|5
31264|1402|49|5|42|Email|3
29411|1586|48|1|23|In-Person|2
21332|208|64|1|46|Chat|5
98237|1407|7|4|9|In-Person|2
20979|482|25|3|37|Chat|4
37399|1517|12|1|28|Email|1
17627|567|50|3|15|Call|4
89771|511|60|5|28|In-Person|1
88145|1602|76|2|28|In-Person|3
96959|670|7|3|29|In-Person|1
41912|1115|7|1|18|Email|2
38246|1126|53|4|19|Email|2
31893|1038|21|2|25|Email|5
21100|8|67|4|10|In-Person|5
37416|1127|2|3|8|Chat|2
36193|486|94|3|3|In-Person|1
8363|626|73|4|32|In-Person|5
37493|380|47|2|50|Call|1
96850|1311|4|1|3|In-Person|3
17874|1719|74|5|17|In-Person|2
75715|201|100|5|20|Chat|4
83904|78|87|2|6|Chat|3
16147|1181|92|2|10|Call|2
24609|1362|86|5|32|Call|1
83518|749|70|1|20|Email|3
58339|1089|69|2|41|Chat|4
19835|1287|35|3|49|Email|2
98375|590|70|3|35|Call|5
2009|796|78|2|30|In-Person|1
85746|1301|41|4|15|In-Person|3
41959|637|92|2|46|Call|2
81599|64|78|3|47|Email|2
61502|1335|52|2|48|In-Person|3
72219|1294|26|1|39|Chat|2
69407|558|34|5|3|Email|2
32472|1279|62|4|6|Call|1
89831|1138|23|2|30|Email|4
35738|1785|85|2|35|In-Person|3
15033|1058|64|1|38|In-Person|1
21432|1684|39|5|19|In-Person|5
96098|909|79|4|7|In-Person|2
77821|715|97|3|2|Call|2
71205|952|34|4|37|Call|5
7189|1302|6|5|37|In-Person|4
70990|1446|33|4|13|In-Person|5
23650|908|68|5|25|Email|5
52066|650|90|3|28|Chat|1
15640|1650|83|1|46|Chat|1
61306|979|87|5|49|Email|5
11511|317|6|3|24|Call|5
52989|676|4|1|5|Email|1
8451|1688|44|3|49|In-Person|2
57090|1313|73|4|43|Chat|2
61357|668|67|4|12|Call|2
9969|126|82|5|33|Call|2
24127|1201|46|1|48|Call|4
50639|1148|73|1|3|In-Person|1
5870|134|24|3|36|In-Person|2
66904|626|38|3|47|In-Person|5
73963|1390|47|5|12|In-Person|3
51407|1067|67|1|39|Email|2
77500|1520|10|1|33|Call|1
52462|257|63|3|40|In-Person|4
4216|1440|55|4|38|Call|4
82654|799|35|1|10|Chat|5
9573|1619|24|4|6|In-Person|3
68082|554|100|3|45|Email|5
9452|574|55|1|34|In-Person|4
17745|1226|23|3|45|Chat|5
18695|249|91|3|33|Email|3
37316|1498|33|5|16|Chat|3
86273|698|77|2|41|Call|2
41276|1200|61|4|35|Chat|3
48974|1099|8|3|2|In-Person|4
52647|397|37|5|36|In-Person|2
71486|582|45|5|36|Call|4
96139|363|31|4|3|Email|4
99110|1548|92|2|2|In-Person|3
37448|1275|98|3|44|Call|4
10028|1054|68|5|30|In-Person|4
8111|1188|34|1|18|Email|1
14911|208|65|5|12|Email|3
76073|1393|17|5|16|Email|1
16762|419|81|3|14|Call|1
52010|1141|78|4|26|Chat|5
3140|1700|74|3|20|Chat|4
61108|1564|15|5|16|Call|2
46952|1364|72|2|12|Call|4
67148|1011|26|1|47|Email|1
85055|1301|23|3|26|Email|4
79384|817|31|2|27|Chat|2
26738|502|38|3|18|In-Person|1
89754|1410|99|3|22|Email|3
43345|77|92|5|4|Call|3
36363|387|80|5|35|In-Person|3
84383|993|63|3|35|In-Person|2
70115|302|60|1|44|Chat|2
19333|390|16|3|48|In-Person|2
87073|631|36|1|20|Call|1
3266|734|68|3|19|In-Person|5
79419|1136|69|5|28|Chat|5
58761|1080|75|5|40|In-Person|5
5430|280|35|5|49|Chat|2
77944|36|75|4|50|Call|2
83764|311|57|2|34|Chat|2
53865|1422|98|3|3|Call|3
76141|444|64|5|28|Call|1
57620|1|87|1|42|Chat|5
47950|988|14|5|14|Chat|4
77797|1056|29|2|20|Email|3
1892|1656|58|5|31|Email|3
27921|564|14|3|26|In-Person|1
26526|113|59|1|19|Email|5
99552|878|83|1|13|In-Person|3
86899|326|30|3|28|In-Person|3
85461|759|3|1|19|In-Person|1
98461|1319|22|5|40|Email|2
2287|680|82|3|3|Call|4
66793|1126|6|5|16|Chat|4
37590|564|43|2|49|In-Person|5
90459|1725|89|3|29|Call|4
12308|885|51|1|24|Email|2
41480|1516|60|4|10|Chat|5
61285|1450|89|4|31|In-Person|4
56386|1366|39|2|29|Chat|5
12611|1441|89|2|33|Call|2
61666|1696|65|2|5|Chat|1
2305|229|36|5|40|Call|2
84623|279|98|4|25|Chat|5
74666|386|48|5|47|In-Person|2
1836|962|58|4|20|In-Person|5
86640|612|44|4|37|In-Person|5
55437|1668|72|2|49|Email|4
32071|1094|54|3|8|In-Person|3
58059|68|74|4|33|Email|1
8415|846|5|1|2|Chat|5
95352|488|41|1|30|Call|4
67469|1812|26|5|21|In-Person|2
36201|1759|28|5|20|In-Person|4
50404|488|13|3|2|Call|5
73822|1049|29|1|5|Call|3
38974|1667|71|2|29|In-Person|1
6952|955|47|2|3|Email|2
893|1729|52|4|30|Email|2
87506|347|2|3|6|Chat|1
66954|151|70|2|21|Email|5
79163|1620|13|5|3|In-Person|4
2770|1768|44|3|20|Email|5
23411|50|81|2|4|Email|4
73699|843|24|2|10|Call|3
27579|1407|69|1|32|Chat|4
40947|581|50|3|5|Call|4
8226|1301|87|3|7|Chat|1
89821|425|33|1|11|Call|2
15563|946|41|2|9|Call|1
85510|1151|41|5|10|Chat|4
75664|1481|84|5|13|Call|2
3799|1686|35|1|11|Call|1
78235|1749|54|5|18|Call|2
65907|986|46|3|6|In-Person|3
57180|230|99|4|5|Chat|2
92859|590|92|5|37|Chat|4
51683|1806|77|1|42|In-Person|5
53268|1080|13|5|29|Email|2
69685|998|28|1|26|Call|1
82262|102|20|2|7|Call|4
88737|127|90|1|47|Chat|4
76468|489|21|2|19|Email|1
46523|262|37|1|23|In-Person|5
56012|690|93|5|36|Call|1
27094|1168|96|1|19|Chat|1
88690|472|75|3|30|Call|5
43829|891|85|5|30|Call|4
94445|486|97|4|7|In-Person|4
54390|1070|91|1|20|In-Person|5
68581|1670|21|3|44|Chat|4
65878|1814|52|2|39|Chat|5
30847|1389|48|4|49|Email|1
1323|1624|36|1|48|Email|4
96903|105|53|4|45|Chat|5
968|1538|68|1|9|In-Person|2
78848|120|69|5|21|Chat|1
46889|327|28|5|22|Call|1
30129|388|89|4|1|Call|4
54388|202|1|4|17|Chat|2
56834|1364|74|1|40|In-Person|2
79480|1815|50|1|33|Call|2
15188|1742|36|2|42|Call|3
70114|1483|29|4|16|Chat|3
81200|1438|76|5|44|Call|1
5540|1651|3|2|29|Call|4
16364|1127|96|1|16|Chat|4
69426|1107|33|5|19|Chat|2
61240|626|68|2|12|Chat|3
28682|1264|55|2|21|Call|5
57912|507|18|1|16|Chat|4
92215|64|48|4|24|Chat|2
32418|237|35|5|2|Chat|2
63211|1247|20|4|24|Email|4
14133|1693|87|4|12|In-Person|5
44863|849|93|4|44|Call|3
98673|1093|58|2|21|Chat|2
14527|1552|44|4|22|Email|1
32350|1083|80|2|35|Call|1
38089|1649|24|5|34|Chat|4
36210|356|42|4|16|In-Person|5
5641|529|99|1|49|In-Person|4
70741|318|53|3|1|Call|3
65755|233|94|3|33|In-Person|4
46896|219|14|1|49|Email|3
13241|820|12|2|13|In-Person|2
16632|1739|68|3|14|In-Person|4
69412|1639|1|5|6|In-Person|4
99358|1699|86|3|41|Chat|2
79910|322|19|1|39|Call|2
12391|61|89|2|19|In-Person|5
78664|1758|59|1|13|Call|5
7369|606|60|2|10|Chat|1
78866|379|87|1|28|In-Person|3
65526|100|7|2|49|Call|2
36131|22|35|4|8|Chat|1
78809|80|65|3|36|Call|4
52600|1319|90|2|15|Call|1
27953|1250|28|1|23|Email|4
29850|1810|52|1|26|Call|4
12359|1449|87|5|43|In-Person|3
52159|412|76|3|40|Call|2
89574|1463|25|4|11|Call|3
1305|1382|83|3|6|Chat|3
96247|357|5|3|12|Email|5
68904|1242|29|2|6|Email|1
25304|1109|49|5|14|Email|1
81401|311|83|1|27|In-Person|4
76989|1106|60|2|44|In-Person|3
67503|957|78|3|10|Chat|3
6831|933|28|2|3|In-Person|5
202|294|16|3|19|Email|3
67015|1762|66|3|18|Email|3
41760|533|95|5|3|Call|1
57697|824|21|5|20|Call|4
9223|755|30|5|18|In-Person|1
99929|1713|7|2|5|In-Person|5
56824|873|49|4|13|In-Person|2
30901|716|17|4|25|Email|4
30627|725|98|1|41|Call|4
97971|1039|39|4|14|Call|3
47241|1044|19|5|21|Call|1
9459|1401|33|5|37|Email|1
74337|1297|73|2|50|Email|3
52209|1001|43|4|6|Email|4
29275|724|90|2|1|Email|3
10366|803|38|5|22|Email|3
57760|1787|64|2|5|Call|2
49307|1189|15|1|43|Chat|3
65550|307|62|3|38|In-Person|5
41017|552|93|5|6|In-Person|2
24020|1396|78|3|35|Chat|4
64901|561|35|4|2|Email|3
69994|908|80|4|5|In-Person|1
46408|1241|22|2|44|Call|5
28563|922|95|3|37|Email|2
58689|1406|99|1|17|Email|4
18340|306|95|2|9|In-Person|3
78950|855|51|5|31|Chat|3
95378|1344|59|5|24|Email|1
2507|1469|47|4|7|In-Person|4
98367|1495|33|3|11|Call|3
8232|132|31|3|8|Call|3
40716|676|23|3|22|In-Person|1
62619|1383|37|1|13|Email|2
80399|1405|53|1|39|Chat|1
18893|788|66|3|10|Chat|4
55726|219|73|3|21|Call|5
7227|1621|74|3|36|In-Person|3
81836|824|22|2|33|Call|5
6398|1716|12|5|11|Chat|2
45131|1650|67|3|26|Chat|4
25963|289|57|5|6|Call|5
