investment_id|date_id|investment_type_id|account_id|location_id|currency_id|investment_amount|investment_return
3725|205|3|20|27|2|458446.61|13687.43
78213|103|4|90|25|3|774784.82|9858.62
35727|536|5|100|3|2|760791.6|13295.39
91845|1641|2|86|12|2|542052.0|4827.6
69442|81|3|41|19|1|429533.29|-1349.4
27087|509|4|3|27|3|840453.72|8974.24
67413|38|4|17|24|1|530664.83|370.76
91374|366|4|43|16|2|852151.6|-4181.3
52991|178|1|53|37|2|858869.04|9545.78
70185|249|3|96|48|2|208720.96|-4725.08
23600|1374|2|19|34|2|90544.8|-3443.27
28972|1372|3|86|28|3|258983.57|-4827.01
2732|1477|2|55|19|1|724769.49|5654.69
4418|9|2|19|31|3|73399.1|1840.64
68587|1010|2|54|37|1|930338.36|4416.04
98795|334|2|30|46|3|604909.04|3292.58
22618|1627|5|17|46|3|430358.99|-1671.6
65489|903|1|80|40|2|110533.54|2558.61
36393|1640|1|36|10|3|422001.37|-1515.99
84056|1250|3|74|13|1|873143.64|12972.79
7318|226|4|37|19|2|564357.7|8457.14
15930|409|1|75|30|3|10721.17|11080.27
27254|1544|1|33|10|1|301508.3|-3989.33
39599|1292|3|26|2|2|182693.55|7819.45
48669|1236|3|32|1|1|987775.99|8233.48
50003|5|4|11|43|1|163159.01|-739.38
90070|1059|3|39|18|1|76507.05|11145.68
76542|395|5|75|49|2|977083.36|5914.71
52319|127|3|18|20|1|1016.98|6175.26
62049|1407|2|62|25|2|231424.35|-2685.66
78812|1324|4|14|12|2|167269.31|4665.38
68598|1260|4|22|42|2|524899.99|7093.79
52482|796|2|38|49|2|694324.04|9549.43
33178|84|4|58|15|1|109917.73|-1546.74
13498|1824|5|60|16|3|984315.27|12474.24
47913|253|5|51|17|2|478836.86|7488.29
2996|781|2|32|5|1|391760.67|13824.74
78315|1586|4|15|7|3|499564.56|12471.17
81214|1237|4|73|47|2|897958.83|12358.13
48721|992|5|71|27|3|788538.85|12659.98
5789|143|5|40|17|2|524322.75|12963.43
6199|263|3|2|6|2|278057.82|13866.86
49337|519|2|74|36|2|309858.57|13979.45
52449|655|3|71|17|3|325489.22|5411.05
45807|664|4|26|26|1|277026.32|3368.03
4798|24|1|67|14|1|636272.44|101.34
66153|663|3|31|45|2|864410.24|3563.03
41208|140|1|69|10|1|325881.96|11289.59
29215|1299|2|90|45|2|425544.6|-3895.36
73120|647|4|12|24|3|138982.7|8244.32
82984|1073|1|22|43|3|519116.27|9219.85
92232|1312|5|36|47|3|914052.12|-3910.73
82889|1389|1|45|30|2|905919.57|7476.5
1400|1465|5|71|39|2|353928.79|-3545.69
51077|1160|3|97|42|2|649807.76|-924.63
74569|1292|5|98|3|3|832067.16|9807.07
72572|780|5|78|4|3|547000.3|6264.53
4194|997|3|92|7|3|75613.02|-4753.43
51628|603|1|29|31|2|304522.76|12854.73
89561|441|3|64|6|1|649765.48|1070.56
26026|515|5|70|14|2|935297.82|-4672.47
71115|210|2|52|35|1|744590.65|2727.89
86636|860|4|19|5|1|622025.72|3750.05
5447|73|1|30|6|3|799065.79|3781.14
47335|872|2|8|48|1|520960.26|8355.01
4784|411|2|14|35|1|858176.46|3870.59
2597|1673|3|51|28|2|811295.81|-4726.37
1729|616|5|64|43|1|755641.87|8515.01
99362|292|3|24|22|1|980582.51|14179.4
85154|1033|3|98|27|3|545419.33|10429.63
45904|985|5|44|19|2|238421.39|-1555.12
15766|1021|4|88|43|3|545535.83|-3321.19
50915|1517|2|79|14|2|699329.19|10702.01
7585|714|3|13|41|2|643123.89|-3105.27
27504|1823|3|22|16|1|716700.89|12909.3
36561|1083|2|3|45|1|799993.67|11895.56
26344|713|4|42|46|1|886310.02|13021.11
13005|382|2|11|23|3|770994.45|-800.99
48969|486|2|58|36|2|924858.8|4316.67
15455|567|5|44|41|3|242240.55|-3216.25
42316|1085|4|56|3|2|668086.84|9512.14
2069|1003|2|20|24|3|453641.03|2621.46
86648|34|3|65|7|2|277092.68|13348.09
50638|206|3|74|12|1|781460.72|-1962.57
97415|122|3|34|41|2|658996.5|101.84
38919|849|2|64|2|1|94992.87|-4095.7
21653|1104|3|38|22|3|743400.53|-4914.51
46662|36|2|20|8|1|417773.07|11643.33
18508|1684|2|77|46|1|741700.05|-454.52
49278|1096|3|42|50|3|290892.67|-4355.01
81175|1315|2|80|11|1|125210.24|9984.75
22981|193|1|12|13|1|518628.66|-3517.23
39525|1032|1|28|39|1|95504.85|13167.18
60195|1522|2|23|41|1|531107.24|13645.98
71889|149|2|19|21|2|938450.45|11594.94
97696|686|5|90|28|3|948065.44|-2992.07
23111|12|5|5|48|1|834518.34|-2234.01
4802|633|3|31|46|2|596926.67|11305.93
14573|1446|4|56|16|2|88928.8|11186.81
4195|1667|3|41|44|3|443809.13|4853.38
13570|24|1|39|17|3|510016.13|2183.68
49596|696|3|80|8|2|715738.11|6201.99
37483|628|2|100|3|1|248189.77|1507.37
89501|371|4|51|47|1|583672.5|9734.95
98661|1788|4|87|4|3|705481.4|4413.94
1852|292|1|34|37|1|519768.46|3547.11
2772|1626|3|82|7|2|237632.64|-4748.31
49727|1033|4|31|9|2|218834.33|10099.74
31771|908|3|33|31|2|72277.42|13878.68
75534|403|2|30|44|1|843807.11|14366.19
12056|1641|4|34|17|3|307917.43|-703.6
16003|1144|3|87|8|2|506289.3|-4406.21
94684|105|4|20|6|2|994552.33|-3427.54
82091|1319|1|19|2|3|778337.99|-2976.57
72054|1048|1|4|21|2|769483.96|4295.02
49262|315|1|37|10|3|631656.46|11553.94
21414|992|3|99|23|2|220500.83|2925.74
61947|567|3|49|21|1|104070.91|14703.06
23444|1465|1|37|36|2|879832.22|5008.81
65383|450|2|73|2|3|612828.78|-501.31
53312|1275|4|51|18|1|28178.23|13856.14
31736|1208|3|5|10|1|577215.12|2759.13
42114|93|2|41|15|2|201745.17|8396.28
49074|1557|1|49|26|2|440931.78|6858.96
69731|850|3|96|45|1|938117.01|10374.29
63870|1616|4|45|18|3|886542.76|14536.36
80155|591|5|36|16|3|71129.23|9703.07
77476|361|4|69|15|2|220662.74|-4358.62
96385|402|2|48|29|2|942677.91|3914.85
99672|370|4|10|5|2|31802.36|-807.8
5788|492|5|52|41|1|736475.05|7387.48
11717|1528|5|54|33|2|727268.52|11069.19
84001|577|2|64|24|3|857459.54|10287.97
10859|919|2|18|40|1|851758.84|-1597.41
80563|276|5|97|50|3|666570.26|9289.13
69744|1257|2|35|26|2|84754.98|998.02
33350|1753|4|5|42|2|683931.82|6375.79
76654|992|1|1|11|3|698662.29|7613.83
59135|1748|4|40|14|3|198549.77|-1260.02
55682|1739|3|15|42|3|82543.13|7391.54
48381|1138|4|67|44|2|160710.54|12021.03
75495|826|1|81|22|3|72624.29|14882.85
95618|1563|1|75|34|3|326819.17|14245.69
39742|201|2|57|15|1|777223.09|12522.49
33488|812|3|64|29|2|740208.96|7338.28
96161|426|2|100|30|3|270692.16|-1276.42
34031|1287|5|86|7|1|507448.81|1764.71
36682|14|3|42|36|1|9649.02|11712.53
95667|1073|2|60|49|3|796572.07|12192.2
97909|1181|5|77|34|3|461843.22|5760.38
71168|36|4|33|28|1|979142.92|11616.83
79728|881|1|100|20|3|140672.27|-1280.98
85893|61|4|85|3|1|514328.48|8767.54
39388|708|1|19|44|2|757489.19|5983.31
27680|1656|2|86|24|1|442544.6|-374.19
88217|174|3|61|24|3|815007.65|14851.2
54021|803|4|27|38|3|366194.48|5457.86
95088|1|4|80|45|2|968130.28|6188.32
46202|457|1|1|9|2|82548.41|9535.42
93442|1601|5|61|1|1|610562.37|10729.66
2257|80|4|1|27|1|631289.66|10248.14
47657|1566|5|1|26|2|897369.51|7877.08
70317|1543|4|14|39|1|994967.04|2335.7
77344|959|3|64|34|1|651430.33|1929.96
13425|1543|2|20|17|1|834749.98|-1254.62
52976|853|4|76|40|3|655709.26|10125.15
4443|979|4|58|13|1|331480.71|-1176.54
55819|1282|3|19|3|3|818174.8|-282.48
67815|1779|2|99|7|1|940685.25|-4614.01
94353|544|3|10|46|3|657890.33|10053.88
82052|736|2|4|49|2|301981.18|11478.62
39565|1246|5|90|24|2|538785.96|13084.03
15038|779|2|32|47|1|28185.59|4514.51
16221|923|5|45|26|2|166703.3|9673.35
61051|352|4|52|14|2|296216.79|5588.16
27772|1644|2|92|34|3|793408.29|6589.62
26353|1669|5|78|7|2|533959.94|2529.1
90429|12|5|65|6|1|213194.87|9110.41
70509|1162|5|33|25|2|562254.49|14113.85
19838|1604|2|90|39|3|555544.88|1435.78
61672|992|4|54|19|3|264006.51|6969.97
47628|915|1|8|7|3|803152.36|6604.96
28836|744|5|53|18|3|448409.8|13624.07
34392|1522|2|97|4|2|521022.13|-2814.8
33265|596|5|51|33|2|863168.78|7919.95
53997|974|1|28|41|3|872775.78|5984.76
86024|1419|1|10|39|3|939410.72|9019.65
23170|1405|3|75|9|1|509775.2|12164.14
58902|1691|4|44|46|3|314466.98|6722.74
2371|1233|5|59|20|3|504930.03|-3143.18
78051|1189|5|73|17|3|54524.39|12733.59
49603|783|3|46|13|1|377493.9|13371.5
20112|1605|5|44|19|1|956486.16|9499.99
85953|274|2|62|35|3|749413.45|4898.82
18070|720|5|8|41|1|710588.41|8710.29
54082|1469|5|1|3|2|268699.7|1259.56
88219|1260|4|31|49|1|211214.72|1570.15
69034|294|4|53|44|2|257827.53|6165.34
51008|1573|3|15|15|2|382735.18|-2681.88
21171|1011|4|22|23|2|384993.89|14953.42
57593|1064|3|29|42|3|391522.79|1937.49
98685|1727|1|96|10|1|118590.56|7920.5
74472|645|5|32|11|2|671403.5|-4350.4
34552|225|4|59|49|3|962177.02|804.51
80994|1061|4|6|21|2|444498.4|-3143.75
65408|958|4|84|37|3|546424.28|-3439.46
9020|1513|4|77|8|1|413739.56|2730.13
39137|1553|1|63|30|2|519935.35|-4853.8
33010|1590|5|45|46|1|967895.8|12735.06
37737|1528|5|23|14|1|883404.65|12973.88
57795|1285|3|56|20|2|113611.48|10569.73
76937|974|3|50|46|3|827840.66|11596.63
80869|777|4|13|2|2|162643.23|10671.75
22777|1575|2|100|3|1|19192.8|5227.59
67608|1730|4|55|37|1|862113.2|10678.22
3778|1237|4|63|28|3|925155.16|5301.37
38812|1718|2|59|50|2|443493.52|11316.77
39505|1192|3|85|11|2|391586.13|8693.53
85712|1558|3|81|4|1|214095.18|-785.26
35964|378|4|72|1|1|48599.2|4734.59
36050|336|2|37|8|2|247918.94|3898.46
91031|627|4|68|15|2|277381.68|14616.15
82195|292|3|69|38|3|345093.63|11996.5
22730|1402|2|66|9|3|943417.04|12206.64
97375|873|2|88|29|1|972365.47|8525.43
62248|1792|1|46|45|1|350609.83|7163.68
48187|672|2|16|33|1|18554.98|11891.84
93289|88|4|11|2|1|708236.07|4535.88
2251|569|5|14|27|1|505233.89|-4126.84
11406|1040|5|78|40|1|941558.38|5648.3
96480|1242|5|58|7|1|76805.53|347.59
5062|1087|3|33|37|1|826974.83|-1475.4
19476|954|2|37|45|2|324442.35|2468.89
47974|1116|3|79|11|3|128404.7|1403.74
83258|99|1|80|47|2|601019.97|13900.44
40137|1750|3|45|28|3|345343.51|3799.65
17192|405|1|64|47|2|44749.4|10603.57
49887|386|1|79|27|3|963086.62|-3293.89
63173|436|5|63|22|1|780082.0|4150.41
59934|262|4|33|50|2|591254.54|2226.04
73504|1525|1|79|10|2|109413.64|-1532.77
96306|1244|4|12|16|2|498470.16|13958.31
2724|76|1|2|11|3|634270.7|12225.73
85675|680|3|40|23|1|242511.17|2100.93
37539|1801|4|80|37|2|219081.38|2735.13
84789|349|1|44|41|2|520428.64|-1571.73
30860|1535|2|8|32|2|632553.7|4896.82
9492|854|3|28|10|3|834407.65|9420.4
63731|86|4|44|37|2|689010.06|13755.72
11075|1027|2|86|32|2|731248.14|9869.37
73592|1261|5|46|13|3|212865.83|8284.97
89573|28|1|24|3|2|608119.42|12241.49
80671|436|1|59|4|1|566700.7|4073.13
54167|366|2|18|29|3|843530.53|8608.43
37360|1400|3|63|34|3|795056.45|11745.04
55180|1594|1|17|26|2|959744.07|6656.19
16062|1226|2|46|13|2|543921.86|939.48
10066|146|3|1|12|1|468707.51|8508.33
95621|914|1|41|19|1|65432.75|10622.06
24914|1787|4|31|39|3|511929.8|-3859.04
35225|74|1|4|26|2|356871.03|5618.31
56881|1808|2|47|17|1|141699.62|4435.26
23415|1312|3|98|26|2|168285.94|-1293.75
82876|908|5|100|40|1|541165.99|2293.9
67806|549|1|82|14|2|219974.01|1438.56
97897|219|5|5|14|3|111944.47|14238.33
55346|633|4|65|46|2|690770.65|13122.6
21325|967|3|45|37|2|874373.82|3375.39
9782|765|4|10|17|1|937192.06|-3574.84
45864|281|2|9|17|2|655297.8|10695.35
26458|50|5|44|2|1|758203.45|9300.85
11938|768|4|6|39|2|685524.01|-3675.41
8301|523|2|81|9|3|115192.49|3673.2
53637|1665|1|85|42|3|846394.82|4195.4
3377|66|4|72|4|2|70601.91|-2005.29
3593|1531|2|50|9|3|70299.07|7442.4
97166|322|5|78|50|2|686415.4|10206.63
84871|554|4|8|32|2|431895.66|262.52
45087|437|1|10|43|1|760397.69|14628.72
11509|1215|1|56|2|2|600063.59|6003.14
39801|802|4|41|33|1|34579.17|2820.07
96783|1653|5|61|29|2|290861.25|9321.63
71111|1428|5|87|49|3|356892.54|7807.32
24953|1752|1|79|39|2|967103.42|14098.0
20689|1612|5|18|7|1|142667.2|6598.96
17560|990|3|47|17|1|958244.54|-4781.11
27542|1593|4|79|33|2|670889.21|8109.56
59653|750|3|70|18|1|968064.56|8589.43
86693|387|4|6|11|2|285038.61|14648.16
25211|1551|2|19|48|2|872432.49|6909.62
32552|1803|5|7|10|1|432114.42|-886.0
55142|823|1|27|7|3|775046.13|12506.68
90228|1759|3|65|40|2|791280.18|-3811.66
89037|1177|2|17|22|2|644434.02|-4874.09
52673|320|1|15|38|2|749118.73|7183.31
55149|1449|2|78|9|1|932427.03|-1508.65
75022|1315|4|34|40|2|895727.56|14720.56
88545|843|3|48|7|2|639558.57|9880.03
3823|1644|2|50|40|1|984385.8|-1502.91
4675|630|3|9|2|3|634854.26|1480.02
3892|208|3|4|4|3|930139.5|5773.28
24591|928|5|22|25|2|292073.49|3271.1
53384|1090|5|48|43|3|641525.47|-3122.58
19992|1491|1|7|5|1|534401.31|8698.38
40943|131|4|85|45|2|270042.45|14568.41
46655|1755|3|2|7|3|588230.62|367.51
48935|1219|1|10|19|2|231420.92|-745.45
82201|991|5|70|13|1|434896.07|10185.36
79145|1372|3|63|28|2|942008.2|1304.83
10607|77|5|42|49|1|622463.31|5947.69
4502|17|3|80|36|2|304063.34|2501.27
21794|1149|3|90|14|1|805268.37|-2868.2
64735|1728|3|8|36|1|955435.84|8252.64
5147|577|4|5|35|3|626908.6|-2857.71
46769|252|2|29|1|2|369132.29|14733.63
96464|1658|4|65|33|1|797610.88|9237.73
81868|333|2|72|31|3|367738.14|12438.82
81478|616|3|54|9|1|954828.39|12074.24
13417|1533|4|44|3|1|991760.9|12323.31
23969|928|5|53|3|3|298714.0|9298.72
53598|1466|3|86|15|2|98564.65|10391.8
2718|1825|4|39|35|3|905756.44|7750.6
46355|197|2|94|41|3|494382.91|13352.98
45245|830|1|3|39|1|581851.52|508.27
37625|1249|5|27|44|2|938289.69|14217.51
73070|548|1|71|20|1|799208.33|857.51
11665|141|1|77|26|2|36484.66|6281.67
80896|1513|2|91|47|3|112220.32|8650.92
99021|752|5|89|28|1|772461.25|4422.34
81037|864|1|59|49|1|790424.14|-2469.6
13572|1672|5|82|48|2|28077.1|-1645.27
10958|918|5|84|39|3|464067.95|-4578.05
62123|1021|3|89|43|2|989025.14|9357.08
8086|1128|2|42|18|3|631048.71|13430.67
97000|547|4|3|38|1|145472.09|3203.93
47007|1361|2|3|49|3|380174.0|8859.5
76175|1682|1|81|32|1|753535.03|7681.7
66583|1126|4|79|24|1|369088.18|9413.78
12752|534|1|26|21|3|628642.85|8328.08
45327|954|5|61|10|2|947387.79|-2087.15
95855|1009|3|63|4|1|858566.22|-2016.44
33071|1349|5|74|49|1|613039.57|1871.64
13426|1536|5|8|6|3|268516.98|-1847.81
97112|541|2|83|10|1|444965.35|2203.2
81226|559|2|73|17|3|322236.95|10774.25
28877|600|4|95|11|1|122334.95|-4587.75
83536|229|4|55|15|2|172020.49|9541.05
84598|493|2|83|33|2|395747.03|4075.74
64799|1644|2|95|10|1|784402.56|1115.3
43084|1790|5|91|31|3|85356.86|381.78
45120|1235|5|44|49|3|230641.69|10566.23
91604|1307|5|58|3|2|622546.02|13943.33
65472|981|2|5|1|1|275765.69|5843.99
77055|161|5|45|50|2|389384.47|-3606.74
68356|778|1|66|18|2|384834.61|6306.84
12048|1414|1|29|4|3|784349.46|-42.97
91440|1135|4|85|2|3|98360.72|9408.62
62864|1183|4|81|18|1|418438.79|7743.33
41360|1446|3|65|2|2|603473.0|4236.83
57223|1190|5|64|48|3|284589.24|14117.92
84927|1718|2|98|27|1|58906.22|6466.78
19605|1049|1|51|34|2|991348.78|6395.98
94355|354|2|12|12|3|23115.61|157.02
20950|1384|5|37|11|3|69979.84|-4026.24
79119|1655|3|80|10|2|835541.23|3504.67
40208|1182|4|36|26|2|508589.53|2802.02
84017|1048|1|55|3|1|305459.18|6747.38
487|1500|5|57|17|1|552985.17|5580.34
29006|192|5|11|33|3|749982.0|-2855.74
60660|1335|1|99|3|3|971184.91|9606.02
1119|431|5|95|37|2|467452.1|-3562.57
93850|1336|1|35|42|3|224135.32|7487.75
70521|1668|1|50|21|3|884719.24|642.66
38018|1434|3|30|24|3|559613.47|6417.7
23107|1549|3|66|35|1|131039.88|-2431.11
42676|1269|1|39|36|1|839251.08|6595.2
20052|794|3|96|39|3|705091.65|3165.89
62642|362|5|33|8|1|925516.82|1748.69
42234|621|5|61|17|2|691727.02|950.75
56254|368|3|65|43|3|835093.14|-3077.63
3137|359|1|31|41|1|249569.57|11520.93
72918|424|5|94|30|3|134366.12|-2202.53
50243|2|2|56|39|3|484152.64|-1512.26
83926|1675|5|47|24|2|524540.88|14733.9
36806|677|2|77|27|1|950839.26|11948.68
56381|735|5|82|15|3|513199.07|12440.57
2091|1|4|55|6|1|185154.85|1614.49
16250|572|5|46|2|2|64692.02|-3939.86
34757|377|3|98|10|2|84235.56|8756.72
49515|949|4|46|44|3|250357.43|-4093.83
32422|173|4|62|30|1|30218.89|14273.98
36436|822|1|24|32|2|531179.52|-1772.45
51272|1771|3|60|12|2|60833.16|6457.52
2972|1733|3|7|13|2|885066.62|6514.93
5674|582|3|61|45|2|282484.15|6198.74
34658|1089|1|4|8|1|844153.95|-1952.81
96339|1292|5|25|32|3|83454.18|2551.66
68385|911|5|78|40|2|827266.84|6030.12
31408|1551|5|16|4|3|499848.52|12621.97
18657|1180|2|37|32|2|576693.42|2553.99
86006|207|3|68|8|2|62212.83|10995.08
96136|199|5|53|42|1|914608.39|13791.47
68712|1516|1|46|43|3|310389.08|-3866.25
78476|1463|1|27|16|1|93794.15|6163.79
35614|1598|5|19|28|1|698820.93|-1038.53
47258|1541|5|61|16|1|222864.18|-4830.3
33073|945|4|34|11|2|177967.05|7514.53
63937|101|3|14|38|3|738719.18|1105.66
86793|1594|5|20|4|2|305322.23|9068.97
50092|727|3|54|20|1|470225.56|12946.36
81634|1548|1|12|6|3|734901.92|9615.05
17156|1281|1|91|41|2|536695.38|6626.33
61109|350|5|69|50|1|966377.82|7500.48
48629|1337|2|78|30|2|387399.83|2795.95
74324|1500|1|36|48|1|66934.9|509.58
23175|352|3|83|49|2|221030.27|-3326.44
32236|377|3|55|7|2|55598.78|-3548.99
96400|1812|1|33|5|1|806940.35|6238.77
88414|239|2|1|44|3|3185.55|-4171.49
15289|1116|5|20|19|2|341361.63|-1795.52
75805|1102|3|7|27|3|849627.61|11604.49
66607|675|5|51|15|3|263682.87|6424.4
38122|1780|3|96|8|2|954290.77|2285.47
2344|664|1|18|18|2|542484.1|-3473.58
65723|1715|4|7|11|2|220556.21|-1069.26
51605|1112|1|10|25|1|638114.18|-1676.82
11377|272|4|84|26|3|447196.33|6799.74
95050|833|5|32|45|2|880722.39|6590.27
97372|1072|5|34|2|2|581970.36|13162.97
89292|179|3|41|25|3|163563.43|1503.87
74760|1133|4|60|5|2|675521.82|7117.15
43263|310|2|20|15|3|294755.4|4670.95
5797|928|5|80|25|2|380725.38|1288.83
34554|700|1|62|35|2|979686.13|2351.86
56037|155|4|40|9|1|992258.04|-2053.0
15118|1162|4|72|34|2|486725.14|-2830.23
45121|901|3|61|10|2|320606.94|2246.42
32013|648|3|44|17|3|158031.06|-281.47
50199|88|3|87|39|1|625187.79|14245.31
93298|809|3|60|2|3|727849.42|4379.22
77068|122|2|19|4|2|78417.38|5232.51
51651|1083|5|57|39|2|799772.41|3873.41
1574|736|5|33|18|2|604083.51|3245.5
44835|419|2|72|28|2|604172.77|6114.43
24606|1658|1|18|41|3|909059.28|7426.81
58520|1197|5|27|15|2|352365.74|10572.45
8214|1800|5|10|42|3|786046.75|-1427.68
53937|973|5|37|4|3|714877.23|-2934.2
15323|164|5|89|11|3|142651.97|10019.41
87153|1385|3|4|23|1|713147.82|8560.06
54705|1413|4|28|46|2|403947.25|3003.11
67410|388|2|99|34|1|129715.94|3133.95
16555|465|1|7|4|2|830303.72|-1433.27
69821|1314|2|29|21|3|204877.49|-1513.58
1406|1106|4|59|4|3|752816.48|6795.1
91841|1681|1|58|31|2|599712.01|-2123.45
18981|1424|1|69|50|3|590981.12|14610.77
51216|28|3|4|20|1|137755.21|-718.57
93781|1598|3|99|4|2|979995.61|6001.22
60745|1681|3|89|15|1|939735.03|13189.66
69280|1813|2|85|37|3|239025.78|12568.57
28025|473|5|67|24|1|406996.88|1677.22
92921|29|5|64|23|3|361010.78|14030.97
75050|1416|4|6|42|3|798998.84|14765.17
88486|317|1|40|4|3|577288.2|-3541.23
89184|1444|2|52|44|1|168926.8|5631.5
71478|217|5|19|14|3|541578.34|9514.06
79439|132|4|88|4|2|310465.16|3374.52
48982|1779|4|36|29|3|952691.69|-1000.42
63547|746|5|20|50|1|342000.19|7870.82
14634|77|3|6|32|1|704896.77|-4042.97
84335|378|3|88|43|3|470072.39|-156.11
31957|911|5|88|4|1|123885.67|8593.49
1130|1290|2|4|35|2|77492.78|7322.57
29902|868|2|30|33|2|626949.61|-4583.97
66070|852|4|10|10|1|477376.74|12035.51
8373|1724|2|41|2|3|352974.73|8610.2
56788|1653|5|55|6|3|188511.75|8418.07
38223|1038|5|57|15|2|479166.27|3920.67
36933|1592|5|7|13|2|710320.14|11527.55
11808|768|4|91|42|2|244185.92|10401.79
13114|990|2|15|7|3|482440.48|14568.55
70408|1084|4|47|4|3|802643.88|4981.7
61917|969|3|22|13|3|919475.75|989.68
54246|1813|1|47|48|1|22571.91|783.57
92998|21|1|17|14|1|312441.73|5545.89
39296|904|4|59|49|2|338210.56|-3962.81
48855|973|2|32|30|1|439155.09|4272.94
69840|788|1|48|46|1|81070.68|14871.28
20534|452|4|84|45|2|287196.51|7077.56
31639|1448|2|45|32|3|394646.29|6918.54
47680|586|4|5|37|3|347669.4|6162.77
53736|525|4|73|46|2|796702.06|7970.95
79497|1583|3|17|50|2|29040.72|7177.85
47319|106|4|96|9|2|72582.98|1726.73
13814|77|1|92|29|1|9098.57|-2738.37
31869|1716|4|49|47|2|899733.94|9861.32
28123|1454|1|54|8|2|637756.58|1717.72
45673|1475|1|86|28|2|503770.06|12987.51
66523|1742|4|68|27|1|761075.01|2959.84
34840|663|3|55|8|1|630484.74|-407.8
2628|1061|5|7|16|1|285727.81|7131.76
79158|722|5|77|33|1|963061.52|-2004.25
64503|1073|3|56|36|3|58664.85|13891.59
78900|758|4|85|10|3|677468.53|10430.19
66199|1460|1|16|1|2|576992.98|7701.68
17300|488|4|32|16|3|509188.28|2488.0
73185|1442|1|26|46|3|508196.41|9996.15
41965|1284|2|87|31|1|169013.06|-3731.11
88658|241|1|43|26|2|578873.3|10629.94
69747|507|2|64|49|2|640024.56|8768.19
75071|1152|3|14|33|2|589777.72|10356.0
7003|1541|3|64|13|2|289438.31|11938.8
10907|642|4|18|49|3|863077.77|4473.16
19179|382|1|49|35|1|429961.26|-4246.15
9153|334|5|13|8|3|416438.05|3511.46
46275|1|3|98|24|3|778785.17|-4309.67
22368|1523|4|81|42|2|268657.75|8146.44
79661|175|4|19|26|2|175233.1|-954.33
65153|892|1|3|36|3|795335.74|-4798.43
70666|1715|2|17|17|3|343090.6|-4178.54
84003|429|3|35|12|3|828450.48|8614.16
22412|196|2|82|4|2|103790.51|4306.58
91238|1378|5|33|22|3|497423.52|13261.48
84521|221|3|5|41|3|150159.52|11779.58
14717|1625|3|86|27|1|331799.52|11017.5
48116|1740|5|74|4|3|284755.66|10984.24
1136|81|5|91|30|3|58536.33|2854.75
13844|947|1|47|1|1|473885.4|2689.86
42612|691|1|85|50|3|584899.39|7952.38
46777|1611|3|75|45|1|794281.43|-3111.09
57904|511|5|43|14|2|943881.14|2298.61
26536|794|2|67|38|3|160157.54|4173.04
9646|1171|1|25|16|3|678336.33|3953.84
22690|682|4|70|22|2|34621.8|11017.26
63925|558|3|13|9|3|527810.42|-22.11
98662|1028|3|73|2|1|590963.47|-3389.48
70654|1746|2|14|19|1|443413.07|12128.69
58047|814|1|24|24|3|769552.14|10119.47
14610|1151|5|22|8|2|414973.49|-2231.95
93126|1596|5|10|3|1|168380.33|2957.46
66459|702|5|71|8|3|665072.35|9775.68
87424|6|5|13|29|2|739016.62|11283.43
66753|1403|3|40|12|3|181841.03|10899.84
49399|1689|1|62|14|1|565048.3|6394.67
90696|200|3|41|20|2|187531.42|14064.03
17026|1489|2|92|6|1|394652.68|11647.52
77042|826|4|86|35|1|304106.26|-2159.58
13271|251|4|90|11|2|153497.06|-178.41
5026|609|3|71|37|2|178863.89|-2167.36
76722|876|3|34|38|2|961500.74|-4004.43
35622|1371|3|39|35|2|198202.12|12933.58
59383|398|1|27|19|1|460313.02|4079.49
34995|1300|2|7|14|3|943794.46|2990.62
10492|1236|4|79|28|2|62437.9|6430.33
18888|1571|4|99|14|1|619778.68|2560.72
50711|1363|1|76|13|3|419614.98|13936.1
94217|1827|4|7|16|1|704771.14|9348.27
4599|1483|5|42|32|1|897416.69|5431.68
88058|919|2|40|48|3|578254.85|11552.5
53262|30|2|24|27|2|35515.11|62.63
88306|966|5|14|4|2|989900.46|6143.5
35187|1762|2|63|6|1|465295.5|8489.8
79495|1287|4|68|41|1|816391.22|2815.74
23862|275|3|32|12|1|448342.15|9389.85
9740|1591|3|56|29|2|217299.4|6715.14
98587|943|1|38|26|1|925688.81|-2882.85
51801|863|3|57|48|1|336506.44|-3857.15
44129|1737|5|92|23|3|543741.76|1014.3
83350|1554|1|77|40|3|333273.44|6459.98
46198|679|2|76|23|3|439912.36|8804.1
50777|561|1|66|4|1|472705.14|7330.02
48042|1637|5|26|21|1|144219.85|5762.78
4201|469|5|31|11|2|664897.35|14371.73
20142|1629|5|8|25|2|356811.09|10710.36
76549|1210|3|32|22|2|168117.68|1801.62
19351|24|5|90|7|1|370115.86|4578.65
32439|29|1|99|50|2|639834.34|577.26
3385|1158|4|56|49|1|522795.06|-4289.2
82045|1033|2|46|3|1|733139.46|-3274.5
23265|1612|3|18|20|2|268893.2|13685.76
54069|765|5|23|2|3|245925.34|11491.92
95253|951|4|89|44|2|546724.02|-1041.06
96770|445|4|44|22|3|166742.51|12534.56
64047|183|5|78|3|3|588404.29|9411.79
17888|1155|5|67|24|1|780041.87|-3401.16
86158|545|4|76|22|3|659367.47|-3237.82
1666|645|2|31|42|1|418895.24|-2936.93
28441|480|4|100|26|1|392490.38|10441.1
57920|761|4|82|15|3|403487.5|-314.7
