balance_id|date_id|account_id|currency_id|opening_balance|closing_balance|average_balance
1013|488|28|2|985051.04|669345.14|852819.785
49419|1668|58|3|692364.98|714824.15|861296.515
51745|1335|57|1|778772.75|932776.47|509384.845
75453|379|10|3|243824.61|662500.06|966559.24
99245|522|6|2|534066.87|700841.99|217834.525
62837|1227|23|2|341164.43|988237.21|619986.125
64739|243|9|3|983677.35|357063.09|400415.3
83767|1563|81|2|735879.6|541789.47|444168.545
12243|526|13|1|157288.72|674933.69|561497.53
73176|501|79|2|882148.48|710963.23|369751.775
35505|842|87|2|291938.34|682216.14|146775.935
86868|353|38|2|523115.69|65151.99|253692.895
24625|1236|99|1|725558.01|487340.84|932071.41
44302|900|13|2|408078.43|505442.13|595968.45
53209|1111|25|2|447111.21|89803.03|376392.5
38819|1288|14|3|870145.69|795141.14|348847.225
71613|1588|29|3|426455.94|345074.99|732263.13
31728|1083|63|2|145392.77|538864.97|557685.03
69634|828|24|2|429373.25|35651.09|719208.945
95922|1458|65|1|195804.09|699373.53|811990.355
30422|1775|86|3|152377.62|3826.89|677720.45
37741|1675|61|2|293709.35|984310.82|443028.065
46831|942|1|1|1806.79|853006.76|312828.24
60795|897|7|2|476558.85|11074.73|528568.93
70573|133|44|2|836033.99|997332.28|254002.69
51265|811|89|2|717212.54|403736.01|602511.01
39444|322|2|1|790918.61|215614.79|539044.76
44967|925|28|3|186815.51|482625.82|402701.925
78396|538|67|2|941043.28|291193.14|794238.225
64657|876|71|3|869675.19|68794.68|618362.8
72961|548|52|2|186492.34|81802.12|849042.31
81308|847|69|1|772926.51|485958.98|760381.685
91262|1329|87|3|655262.37|790904.73|257944.88
81853|806|42|3|201701.81|190544.49|462065.545
20170|1345|37|1|646781.57|247844.09|813709.575
16660|717|87|3|105234.09|629245.38|463934.355
94066|959|14|3|351359.66|642062.83|591834.315
21589|922|92|3|291190.15|452305.85|361317.765
15960|1794|25|1|548596.55|547994.29|363433.945
19392|915|100|1|184107.06|546235.47|465542.785
49378|208|6|3|496633.49|857163.01|280572.39
50530|825|13|2|469918.31|545098.12|718989.535
15890|1258|69|1|656193.11|481017.43|333478.135
34855|779|12|2|809164.6|74468.71|391360.45
99011|1234|46|1|502171.76|916332.86|437773.295
13222|563|48|2|504766.13|325065.77|149809.86
1349|1142|43|3|198131.05|542292.66|74559.945
19284|155|62|1|57942.56|679304.73|604940.855
93575|1299|44|3|286242.33|446663.56|416917.92
82080|330|96|1|986432.07|47463.57|251779.04
65795|1136|79|3|371542.8|955358.52|267842.015
74887|1494|98|3|270684.2|959706.61|731736.99
2435|1704|19|3|663208.37|298192.89|300769.955
55824|66|89|3|648479.85|118524.92|597387.03
86907|590|4|1|253511.13|2258.31|549664.525
44286|1015|25|3|642056.54|3827.39|630438.85
55750|1116|75|3|666549.73|414491.7|567967.945
20152|1825|69|1|254415.87|953141.42|470178.98
35971|1535|50|2|512546.67|742418.08|596616.17
98569|1476|41|3|99227.22|863745.77|399091.71
52058|807|64|1|30351.8|367410.98|182142.85
38652|1636|60|3|890679.33|773562.75|747449.055
28335|1733|44|1|521562.8|256123.02|378872.515
66495|716|37|3|631986.36|711358.11|374716.405
22383|306|19|2|401231.65|420302.2|491379.245
4356|1469|56|2|946984.63|377805.05|457490.24
77959|1581|96|3|726344.78|364012.88|582373.675
70987|1|29|1|296143.29|164004.49|167878.72
117|1552|81|1|236792.56|995246.39|116015.58
33573|958|90|2|620652.27|6330.95|232904.04
42009|1627|42|2|109950.31|141899.25|710923.045
43941|262|89|3|654178.76|205862.12|520465.81
82505|735|49|2|300306.72|772857.49|772644.29
73824|730|17|1|935880.14|839100.34|561270.64
62770|1477|91|2|128262.3|556145.57|531861.735
45046|1086|12|1|318220.72|158812.99|490143.705
42088|1036|19|1|341454.71|191063.85|157959.85
60251|577|56|1|539776.38|880903.73|467580.85
32195|1585|47|2|625849.84|778887.14|602745.425
86817|1714|5|1|154471.76|873454.39|461028.355
42730|1477|47|1|482282.28|480527.96|948844.055
16835|151|97|2|420383.04|58634.42|853604.49
17178|1346|26|3|834336.57|166218.15|616530.55
26834|45|54|2|404767.66|293056.38|427004.305
9558|190|13|2|557531.25|103199.24|951253.785
89937|147|3|2|252673.9|77635.76|291924.155
86436|1486|18|1|331805.71|714310.77|773339.475
94906|670|35|2|935614.11|868259.28|682089.255
93038|1741|67|1|392611.45|313621.6|404434.525
31108|1029|86|1|959167.25|905251.01|837347.735
29881|1726|41|1|836726.39|558433.54|180068.995
46857|720|30|1|470695.14|915320.84|175821.845
46956|540|32|1|703492.85|695905.56|471478.685
93329|612|71|3|880518.43|477821.87|495832.715
73937|810|90|3|804766.02|34544.06|57681.845
83311|858|12|2|387265.5|42832.32|373773.485
31748|1497|71|3|259201.88|336870.35|630338.595
36276|421|12|1|887362.44|664845.55|539807.4
97709|270|61|1|499577.35|31793.32|399875.79
14498|487|79|3|29712.95|79816.81|600497.04
55799|997|96|1|572722.28|497739.52|435158.28
7448|684|41|1|209632.85|145958.17|411318.38
63876|853|5|2|518504.79|991004.28|87496.72
92191|401|7|2|100019.14|280057.06|769268.53
33352|899|25|3|43057.41|352840.54|703285.13
59421|777|86|3|414585.8|605096.0|722240.77
71431|1250|42|2|720491.99|398344.83|569381.0
9978|183|24|1|919137.66|391373.76|907125.525
16237|1094|37|2|857864.62|685941.24|584697.785
46713|292|13|3|601591.61|920749.93|229692.41
75803|1104|9|1|848160.96|731373.87|741411.14
80270|602|78|3|903852.2|883831.92|573995.325
10464|1319|85|3|650720.26|410204.15|644558.665
37133|854|52|3|251134.28|382309.3|588202.415
71174|16|95|1|900783.09|684160.74|597191.04
86411|791|82|1|583299.5|482403.96|598552.06
42188|1811|53|3|988694.9|281585.35|379517.68
43319|1533|59|1|801364.01|403591.36|334009.11
15255|418|25|3|702494.04|200784.44|328060.67
60952|877|5|2|109607.68|669489.16|407570.435
80202|18|6|3|241073.75|369972.05|674164.05
38395|1408|10|3|52237.95|520636.32|464650.615
57501|1614|4|1|681928.98|627675.12|479601.365
78747|788|39|3|323031.61|556687.91|412260.955
22877|1035|79|2|200612.28|574984.84|856339.895
50321|1040|83|1|137811.66|560003.44|412065.6
61694|1767|19|2|865669.16|376999.29|440735.6
31870|187|80|2|325213.18|816137.57|773418.72
76146|598|32|1|58740.64|805934.68|576817.95
77763|696|47|1|75706.01|755326.14|484558.375
21174|263|19|3|663170.21|162025.42|169138.25
60270|426|92|1|98301.15|1385.48|83034.035
88855|1213|72|2|628347.79|936590.9|328397.955
10700|1217|37|2|922753.51|97630.33|403203.54
33503|1759|37|2|673749.01|788877.56|874760.52
32629|1470|2|2|83066.39|484866.14|168179.545
10821|607|55|3|382639.24|559033.88|165589.085
69844|127|14|3|270284.4|151325.15|466191.24
38191|318|12|3|341170.21|462770.4|560507.275
83082|751|48|2|77013.09|451673.05|332836.4
22183|1232|11|1|376595.92|239360.99|385793.17
23981|495|3|1|722229.08|659144.45|512980.7
85650|810|60|1|327999.06|834611.59|628945.185
7613|1296|83|1|947949.79|286024.6|708327.75
29447|1027|89|3|269294.9|556092.82|441636.675
54031|35|82|3|277630.43|217692.16|307622.825
30515|1812|79|2|587640.5|19897.29|576952.06
17563|86|38|2|575415.6|911360.32|158401.52
73456|1638|49|2|320420.65|832248.36|451771.425
48883|759|87|3|977732.64|467620.7|569432.14
14512|1386|76|3|231275.04|944557.44|845241.7
32078|1335|62|2|272028.57|3870.16|593611.075
4704|1461|75|1|448179.08|308721.73|380708.815
55715|1078|59|2|800597.77|284405.45|586976.245
40289|1199|43|1|317280.41|558915.06|852917.04
8420|1160|60|3|194926.15|666097.62|502503.68
69348|724|68|2|542270.21|405992.03|521227.295
98461|1536|75|3|485338.88|478006.67|514279.885
56345|623|68|2|202954.28|43688.79|476513.805
89236|1085|40|3|214670.83|459000.05|452430.83
13632|795|55|3|124357.57|487651.85|781845.445
36004|1726|3|2|30212.14|571415.05|252268.715
76764|1053|91|3|504829.01|990373.83|616302.94
73846|1086|78|1|523191.53|664010.08|540360.21
35405|1827|31|1|792861.73|278942.35|579807.225
40388|1333|22|1|224466.48|2738.56|381841.955
22583|1274|13|1|239352.97|167864.88|293605.09
15792|519|51|3|781779.56|432994.09|576893.41
63582|1253|28|1|208966.26|324624.52|139219.17
37066|1606|78|1|689034.4|984910.91|515709.685
11549|233|92|1|478043.42|621608.17|446089.835
19478|1043|42|3|757957.08|908147.4|354178.375
51235|846|54|3|334977.39|464291.88|568143.33
47506|1664|73|3|266325.02|840654.09|458132.745
56581|564|25|3|764406.68|885886.84|458278.82
42156|1656|35|3|26594.91|814628.87|615713.135
49948|82|52|1|144745.39|213518.53|714153.655
78172|352|24|1|579129.28|906820.37|179972.745
3474|21|11|2|646837.6|214669.67|258558.895
25794|1380|38|2|478301.41|187033.94|541556.88
27603|1611|77|3|926611.36|427681.43|318019.125
67269|586|11|1|586668.69|299536.01|338453.48
68023|1113|22|1|396030.23|253477.71|375928.255
40259|1218|56|3|778317.87|737231.46|729436.94
46555|720|95|1|221207.49|437810.93|831220.085
19433|1128|100|3|318414.22|466147.41|594000.085
93355|1474|18|1|685106.0|397225.63|752802.1
86973|248|73|3|586861.81|258186.24|464276.705
66108|446|76|2|63368.76|233334.48|421756.925
16750|192|85|2|134429.61|720721.22|115682.7
21841|184|3|2|319710.91|263908.9|640455.53
28230|876|36|1|137411.05|987604.31|748168.175
18549|813|7|2|819108.26|315071.95|242366.445
68243|1237|4|2|806033.4|869312.87|476613.845
28114|289|38|2|109035.59|737675.43|514302.78
63596|997|44|2|872818.16|664636.47|132184.38
78161|1083|33|2|860733.83|250161.04|100281.015
23587|1818|54|3|417537.59|956000.73|428047.035
90026|1058|94|3|415616.46|860972.03|278049.21
32200|814|28|2|254658.42|685759.13|443163.62
58434|1160|75|2|687499.05|337118.01|528379.815
92127|48|89|1|650374.89|955902.22|558270.98
36142|499|51|1|486489.56|505294.33|762292.99
15774|1791|49|1|704214.45|796026.33|637553.745
68188|1718|100|2|535427.17|305394.88|197570.735
34018|1274|34|2|790758.05|591087.68|292272.51
82863|1675|85|1|707593.75|694554.8|539153.68
50781|1080|40|3|634183.55|886494.32|824988.255
57812|1824|66|2|194984.74|173655.26|209029.58
42881|1061|59|2|505371.48|8027.64|341228.325
29265|1695|77|1|617057.36|163590.65|869580.385
36155|1009|75|3|539184.14|429558.25|291650.1
31811|1456|40|2|292965.61|449238.28|144992.315
60708|1434|64|3|854973.83|285904.2|598191.43
17132|578|51|1|831814.64|731170.22|464466.65
33544|1437|9|3|101063.58|935028.3|231675.95
7260|325|80|2|197227.7|507048.24|216376.61
48421|614|35|1|175472.58|821667.95|332010.29
12519|1132|4|1|609380.18|642876.02|405464.365
3829|425|44|2|678236.85|97195.44|588836.22
53875|900|92|1|741978.34|128531.92|132599.65
18703|946|29|3|314812.35|197340.67|668096.105
15492|1557|56|3|34307.1|193737.57|351982.105
11932|1176|14|3|24250.83|568314.9|842236.37
38907|1806|5|3|512418.71|211261.54|535761.28
57454|514|85|1|916152.59|248037.71|410026.635
95217|616|4|1|124384.51|83801.38|493684.74
24079|1432|12|1|705592.0|682387.82|614697.105
39461|762|54|1|480553.53|166489.15|736923.0
1144|545|47|1|247633.41|344786.81|424966.425
62898|358|33|2|411214.49|411016.15|206929.855
90645|93|89|2|125314.28|2413.96|639440.74
62730|568|22|2|320801.01|617720.11|684628.66
62081|1192|78|3|968295.44|193254.6|605060.73
74655|795|4|2|91059.89|24620.91|268182.61
33067|235|79|3|282698.75|982140.89|683980.725
97559|329|9|1|354496.23|540884.44|122674.76
27134|732|31|2|555999.87|785118.54|297339.4
88222|1619|8|2|32681.77|22355.56|495602.15
87748|1719|43|3|485800.43|699024.7|386869.08
47947|1251|45|1|629511.5|70623.17|448277.19
74960|46|100|1|937820.99|176622.37|480532.34
22034|966|85|1|787875.54|489452.25|675501.175
30938|108|52|1|193686.54|603995.14|555922.545
89839|1744|66|1|51443.47|62352.95|360552.005
96488|118|33|2|517108.74|347890.25|647348.08
55058|1172|91|2|309742.91|945148.45|364037.85
12086|1532|70|2|385351.53|419850.7|410370.8
10505|1718|88|3|280654.2|657368.01|623037.72
14716|1809|81|1|518039.34|820068.03|259376.895
5456|51|1|2|370795.23|553399.04|587905.885
72260|234|4|2|343725.31|152584.38|583390.245
24915|1136|99|3|651720.09|49220.73|505300.985
61748|1118|46|3|155154.42|2092.08|385579.725
53030|34|2|3|413028.26|735631.9|780401.625
3316|1002|97|2|137683.62|634108.84|342870.905
35734|1443|36|2|262013.97|887410.03|344295.47
84497|7|4|1|720636.33|544738.17|327613.125
43615|357|38|3|741448.9|150945.36|167067.025
42379|1307|73|1|39632.35|745059.64|692491.335
23011|667|69|2|322389.42|275973.48|813372.025
14260|1135|63|3|69295.92|596752.63|258980.965
28101|281|81|3|792672.17|556202.04|364377.815
88973|870|45|1|125710.32|467382.32|442209.45
42446|541|88|1|205271.2|977545.86|623088.83
75616|993|11|1|45481.25|335594.93|595297.75
90391|1809|94|1|583863.67|427346.55|356246.425
36227|1468|94|3|448151.7|501506.38|495298.23
65457|1763|24|3|168659.64|222930.57|267404.405
59777|479|36|1|882818.69|128117.22|559014.84
32029|577|43|2|715618.77|214117.35|763687.04
24303|1702|61|2|731598.12|766492.54|310585.6
23726|950|6|2|593903.39|134880.04|699311.05
57238|1601|84|1|587879.13|212388.01|689709.05
45273|822|82|1|287186.67|575877.32|500142.315
90147|1770|41|1|11989.85|824220.03|671049.18
54288|1771|46|1|170192.2|246166.12|531758.54
88061|641|22|3|79742.06|92647.06|474924.225
75005|1224|33|2|478421.1|681304.35|781909.385
52926|851|14|2|71274.35|774525.23|461406.665
79748|1395|46|3|758680.89|886404.16|417043.725
85959|1419|12|3|358955.65|226608.81|672328.19
41155|651|23|3|398430.91|256966.93|934896.5
3634|1664|97|3|224733.49|607639.5|527994.94
66428|444|71|2|203284.64|767667.64|440674.095
82466|3|54|3|860225.95|701626.3|476729.3
5373|1093|49|2|914736.25|407454.36|519970.96
9035|1155|33|2|109553.41|542129.83|568399.35
10481|368|81|2|477388.24|653939.81|358612.065
68870|1323|16|1|369986.4|611431.26|578311.09
94648|1555|77|3|874198.77|242384.3|397735.225
22104|295|66|3|54913.21|907626.49|586356.395
73217|375|49|1|290179.4|663659.62|352928.93
32602|259|22|3|979106.82|788888.71|76198.54
65364|1577|4|3|770840.13|439360.47|528593.005
51161|835|6|3|875040.07|191627.88|412304.045
73648|1386|65|3|564862.86|255880.4|477003.77
56228|1188|3|1|684585.19|468385.63|500438.745
36831|921|50|1|654112.11|660680.52|470703.125
68425|1070|3|3|283340.03|977433.13|446081.945
4351|1637|25|3|662675.83|458305.78|354739.405
35860|559|35|1|781356.57|592277.08|277973.08
72856|820|99|3|864466.29|69115.62|511681.095
5284|1685|35|1|932957.23|2475.34|477225.425
92980|832|54|3|158367.91|517954.55|825269.58
29574|451|76|3|540872.63|72635.59|723204.88
6082|754|35|2|360275.12|336439.74|438219.705
97980|1525|57|1|842254.43|189694.14|790032.39
62504|1278|42|2|843902.39|386094.0|69502.255
78269|225|64|3|34345.64|611143.6|207521.175
46888|1159|63|2|397401.71|47944.65|589396.27
53731|1059|100|2|588812.46|881025.38|266285.525
38771|1137|7|2|190598.28|117946.67|367228.64
56631|412|55|2|641111.45|52707.33|389369.26
62289|1320|75|1|371181.6|876222.06|687140.445
9058|1675|46|1|580199.99|645799.82|595474.72
92378|726|1|2|940215.24|395518.89|397338.855
23774|596|18|1|686202.7|945886.81|871236.53
5325|566|97|2|640453.3|155980.65|435368.75
14879|416|19|2|514779.96|263995.99|479636.605
84509|268|48|3|834005.59|725744.3|658972.03
22473|117|61|2|612297.79|3968.69|360142.14
8709|254|93|3|601872.97|296631.7|431856.475
24726|1385|19|3|867231.11|183824.56|429653.82
2382|1511|56|2|428580.33|854532.52|346829.74
47567|67|30|3|661721.36|935139.24|471941.385
7511|1556|97|3|551179.19|361315.23|241576.14
89602|865|9|3|763160.0|393680.34|558167.48
37047|791|45|3|872983.56|166880.04|817658.985
17450|333|3|3|976858.51|885767.69|708928.795
96997|1623|18|3|459119.66|120210.37|494099.715
9317|1666|58|3|119336.92|6638.09|743836.03
57738|368|31|2|190561.82|673469.45|316261.83
42767|1552|52|3|459283.78|950376.62|394396.08
63036|421|90|2|392469.82|137158.19|463295.63
3840|1786|17|2|902698.8|578985.35|709759.455
51453|220|51|3|168683.71|125942.04|444026.995
10417|1639|56|3|123705.76|331699.54|182829.225
19318|1635|29|2|270451.58|154357.4|639332.23
82747|1574|40|3|523160.31|275726.17|176652.885
14252|1660|6|1|176481.86|704903.6|571118.55
10167|1450|64|3|47448.71|581455.48|931799.66
71406|1754|79|3|861614.6|808125.35|170724.925
41470|208|26|2|774103.84|349152.38|382546.815
17783|1786|94|3|825822.13|430085.18|809968.92
69963|357|19|1|352233.55|580797.51|167004.15
37387|1165|97|3|456527.9|553122.75|448897.4
56449|1076|50|1|140595.64|620028.3|731113.19
25185|1008|77|2|754104.92|832235.76|418733.97
25547|1062|70|1|173643.72|668820.38|351714.905
5819|611|22|1|690972.38|776892.32|776557.095
38075|863|55|1|134228.72|76243.7|541873.985
40875|1061|71|2|341934.7|634284.46|504628.205
37209|98|55|1|363643.31|139443.48|479992.23
75544|885|91|3|872377.86|767525.52|447223.165
46185|553|21|2|872344.77|88289.36|764576.77
61576|592|46|3|728350.1|382386.93|578136.85
43582|195|19|3|877278.77|845001.93|114163.815
79320|1809|14|1|481255.03|433841.76|556404.785
86936|616|66|3|473465.74|667203.48|706060.665
24104|1067|48|2|812019.29|95690.77|820574.74
55521|83|36|2|877817.52|413963.66|698315.225
60190|632|77|3|720311.88|174527.08|530824.45
32061|1539|10|1|677677.0|389967.1|496900.39
78388|1778|12|1|265150.6|773872.21|825187.24
37550|1020|86|2|872868.99|422753.06|365982.11
83187|778|40|1|7412.59|184271.63|811671.285
39675|128|53|3|539469.48|270381.05|186478.545
55938|1791|57|1|772437.79|698362.49|474576.8
37032|290|74|3|972008.84|325276.65|339473.03
32723|1810|26|3|804396.37|445777.84|358544.19
6216|670|39|2|845898.3|418902.38|339293.26
9582|225|99|2|436601.75|714173.16|392787.275
4001|889|9|3|181110.54|770574.08|551942.63
18885|477|52|1|168432.72|660676.03|229604.15
41356|584|44|1|197220.77|378991.77|438272.205
95058|1410|90|1|985303.21|100323.53|870773.035
89464|1695|76|1|844966.01|729142.63|340500.285
55232|1280|67|2|749904.1|211750.83|500388.815
54836|1080|40|3|380318.35|30747.57|540985.89
83197|632|73|3|811007.08|73181.17|571045.52
97304|1374|12|2|53720.21|953627.94|746955.29
10898|902|85|2|970269.97|943399.2|399868.985
7764|1266|86|2|984720.5|455743.5|506102.23
36929|454|100|1|170241.27|811638.02|716875.28
3205|1685|29|1|542189.77|385345.55|886115.435
94783|1319|98|1|189449.38|772223.74|273324.49
19564|356|66|2|288940.54|127731.83|371178.25
70655|670|88|3|787221.66|662108.87|94720.595
7890|760|48|2|34062.2|959886.16|432437.675
45976|1084|61|1|299582.41|185024.78|653251.61
54464|1525|20|3|195150.57|941088.37|410222.025
49519|1299|26|2|181194.04|523878.73|719706.82
70367|1139|42|3|698041.71|570984.45|407777.565
79261|258|83|1|16383.53|486033.73|488454.79
8552|1772|43|1|348120.68|14224.76|639615.295
50262|1326|54|1|445352.69|565403.65|124358.77
40095|696|43|1|683774.48|612623.98|542248.855
96323|403|18|1|431287.26|544911.26|424787.045
78765|1591|70|1|175662.63|968423.43|433132.09
85687|807|1|3|822202.78|603312.35|377887.815
88178|1173|98|2|971982.02|413168.74|450560.425
63004|261|67|1|501712.86|109397.11|655897.825
39631|1506|30|2|191241.15|572737.85|332181.955
70201|790|20|3|355090.65|463299.17|675568.965
35339|1361|7|3|511976.89|61281.31|400830.72
22843|1517|8|2|886103.78|597428.01|321975.775
65232|987|81|1|408990.68|762478.17|304987.925
94155|1689|34|3|868317.53|833748.42|171830.685
61516|1324|28|2|466646.43|779072.59|597142.755
6868|81|20|1|585686.34|661013.42|199155.965
3004|847|52|2|41689.52|53066.14|770079.41
88562|550|93|3|400122.23|430311.86|413086.07
68349|355|55|3|722734.31|117160.31|169452.52
71494|1391|52|1|266440.73|63155.17|534315.475
44123|751|74|1|734482.24|432492.67|915210.98
65692|1107|4|2|146527.92|105116.08|455575.675
99743|802|2|3|142706.21|241452.94|583051.69
84544|163|79|2|660751.68|205630.22|280446.475
58487|532|47|3|310535.56|257353.34|261760.185
61971|94|9|3|915991.21|339102.6|495598.855
87423|1670|5|1|943396.61|345155.11|425930.17
32072|568|63|1|815463.65|459793.86|327623.505
23747|1473|32|3|22310.26|593778.18|495656.74
7138|1255|6|2|674160.29|639574.83|516663.55
86301|928|54|2|498229.79|254148.68|263605.025
8188|50|14|1|253004.17|561441.18|737892.305
89753|1596|23|3|11561.1|317721.47|575841.05
47834|1570|33|2|883098.35|960121.72|710461.44
94631|58|16|2|723086.35|992105.58|595046.53
46279|528|40|3|743951.63|129568.87|384460.12
4436|837|9|3|72049.47|437497.91|289673.885
92016|966|6|3|763563.2|588123.81|258942.495
80650|402|17|3|689721.43|184541.23|721971.6
70996|644|88|3|386598.44|11512.66|245199.32
47551|521|19|2|135.08|828756.57|837442.42
8412|1175|45|1|874391.33|132101.7|331819.13
9282|120|75|3|299228.57|606507.21|19553.3
4806|120|70|3|816467.71|949821.28|148090.295
49430|299|77|3|490312.79|299503.7|320324.04
89484|1473|17|2|387283.09|636468.07|400637.355
47309|1250|50|2|322.97|238250.94|472582.145
34734|1452|62|2|756300.83|788233.0|155037.71
67544|929|47|1|246371.73|208389.38|129068.92
54406|761|98|3|397725.58|997753.03|237284.145
11963|1507|35|2|330255.19|548902.66|824043.39
19875|741|99|3|524099.36|40503.89|489964.825
55475|190|40|1|241203.89|656059.08|138024.295
37912|968|58|2|528756.5|502885.33|265990.845
66733|673|71|1|140477.01|867853.96|166545.025
67883|1493|71|3|590211.55|596459.59|702191.355
16412|1443|72|2|975712.32|271270.81|695686.715
97566|429|77|2|421722.15|788829.17|572832.595
93458|268|60|2|286338.64|118210.91|542213.575
31192|893|27|1|161698.13|342331.28|436926.705
5762|1365|99|2|73225.73|706165.19|314072.315
58422|1246|6|1|18744.86|229725.9|460948.405
95531|706|12|2|914886.72|749753.83|366200.12
43107|59|25|2|238618.87|559148.95|614768.98
78977|1212|60|2|26825.56|365277.09|370300.685
93918|1733|20|1|408936.57|207247.67|942813.77
25224|1631|53|2|460013.11|115715.65|563088.51
51118|46|94|1|471778.62|192926.96|834934.02
34638|1387|74|1|145561.71|680330.34|197972.29
3107|1723|3|3|331140.09|661667.0|493378.27
42277|555|72|3|937516.93|916748.06|829315.02
71985|735|7|3|597611.01|679492.19|672137.235
94546|573|18|2|682982.18|270383.48|427965.74
60662|137|17|2|347579.25|277803.02|247739.6
77457|1418|43|2|117601.93|522808.95|307508.005
83464|593|68|1|909499.99|291395.17|883068.365
40403|236|73|1|743045.17|635999.84|496215.73
97145|808|51|3|807977.2|812199.07|452733.73
62376|263|35|1|856555.11|924850.48|264411.255
49569|497|85|2|500132.12|563734.72|806691.71
38722|1172|30|2|610735.81|53970.13|102301.265
14021|1616|49|1|705153.29|447106.07|493201.265
32371|227|3|2|275142.95|907608.41|386331.81
65631|604|89|2|638072.16|612928.23|706244.39
47029|286|1|1|276252.2|661212.31|256527.65
53650|1772|4|2|639948.01|298521.34|706852.065
40079|973|96|2|731523.81|903118.88|466308.65
16475|1167|72|3|418.87|968692.1|662107.47
34842|769|68|3|685.15|800646.99|511665.44
23050|1675|39|3|178956.61|806984.46|571362.43
74455|765|9|2|139645.42|433344.27|449843.315
31212|626|84|2|249744.65|240517.67|775496.495
16616|20|16|2|508252.9|889916.74|378005.86
98043|1252|49|3|195464.32|510648.74|478594.76
97037|1493|99|2|171692.01|414153.19|704121.61
45908|645|95|3|297992.83|174075.45|456558.11
65614|681|43|1|867394.22|335180.33|669465.89
85921|161|48|2|170255.99|155870.97|206333.425
24786|1765|12|3|829533.95|12402.81|451160.06
45509|1488|49|1|314999.96|418617.62|169318.55
1738|252|42|3|529774.96|17778.9|545298.715
34430|610|49|2|629640.1|467634.95|802190.21
43008|646|29|3|841570.74|714996.97|117254.165
12535|475|95|3|850631.91|928798.85|483329.05
88761|458|36|3|151945.38|930226.5|404261.705
69611|1544|77|1|655845.38|86282.11|87277.195
36860|1667|81|3|231856.35|665020.88|382090.085
91775|941|11|1|650977.17|100094.36|540718.0
15782|1734|75|1|793098.98|9804.29|130219.495
70853|657|82|2|439059.79|626975.46|676558.71
30721|1079|16|1|154884.89|845157.23|634187.56
34611|1495|41|3|978739.74|116236.87|460376.87
7493|1436|26|2|520083.01|687836.9|632454.205
60461|876|48|3|796843.87|64808.81|502526.85
31702|1439|48|3|205606.67|936240.63|576456.68
59468|304|53|3|703492.6|249267.73|759612.69
2789|547|13|1|30135.34|355489.88|913735.68
3999|542|63|3|56569.25|158728.56|697048.85
48515|553|84|1|35661.66|478163.22|675113.095
80732|840|4|1|436632.91|540896.47|461351.0
61913|1068|86|1|55344.12|935226.92|927269.92
34312|1603|63|1|179404.24|835358.62|703681.04
80587|1113|39|1|24800.26|497621.49|562778.375
97240|60|75|1|386132.46|182896.04|459083.26
68290|1815|43|1|842568.71|752022.75|136617.8
24492|532|61|1|346818.27|711193.38|167215.955
2049|931|90|1|379474.88|482538.37|848080.53
57369|1619|100|2|259634.22|962585.66|755780.395
6622|1596|73|2|606745.75|903711.42|644186.265
199|955|18|3|37526.04|894409.82|382991.395
80283|1534|25|1|677832.03|489227.23|491007.99
26580|873|82|2|436014.71|62103.32|705226.03
79176|1239|27|1|495257.18|50348.65|414358.4
16782|852|50|1|857619.43|540336.83|546933.765
62665|266|59|2|152114.71|786739.86|612827.245
90642|1060|100|3|281264.58|864954.17|371655.665
28760|1127|27|3|262616.02|792460.27|658294.705
22640|1808|94|2|584384.8|419458.13|77945.285
97700|1614|97|2|495899.44|855059.38|646913.27
61377|1038|53|3|178039.36|821023.25|595061.555
78458|1629|9|1|595270.86|59199.55|484180.255
8452|1340|67|2|119807.31|412138.68|866146.41
26496|1703|86|3|328453.51|548648.64|526422.14
78518|1425|22|2|225821.95|139635.72|711521.535
58349|175|62|3|911188.54|753914.76|230204.18
33893|151|54|1|178472.53|254823.41|883179.425
91089|153|23|1|246290.98|995825.28|94571.545
97510|600|57|3|865566.94|687296.28|501827.205
66227|1737|56|3|492869.29|156314.49|318918.435
24894|1417|55|1|579448.38|670799.05|520416.235
68803|1322|55|2|188280.05|968458.3|414471.09
73823|406|80|3|742154.72|485553.33|192858.515
2776|74|20|3|550642.26|560050.98|263395.435
60929|1509|75|3|242566.73|174921.4|832481.54
28229|346|93|1|108659.48|807033.44|890080.955
49998|526|96|2|407345.79|711608.71|722803.36
6395|1332|74|1|833516.93|580224.45|542993.735
68440|276|32|2|534127.75|770936.43|544980.955
35635|1644|96|3|911280.79|58430.38|590578.09
51995|336|87|1|553457.41|917674.88|790002.92
41643|54|72|1|184294.43|946599.37|716548.825
22032|376|10|3|561616.69|603590.15|477025.995
78716|519|43|2|650048.25|842285.98|428199.4
20134|631|75|1|832998.41|688365.52|431969.86
54790|1604|97|3|369323.23|354379.7|595994.18
47364|1008|83|3|772639.85|179739.24|413804.8
2939|787|27|2|900574.54|418532.71|568546.26
49417|1269|41|3|858178.34|19369.91|688872.315
86910|500|93|3|534291.74|415643.85|251297.0
73421|1178|43|2|804572.36|158576.73|106405.91
17844|423|86|1|668082.75|876640.79|756219.18
54589|240|96|3|905808.23|328999.58|658601.03
65322|1616|84|2|322228.47|464463.18|408914.65
54059|1267|24|3|380569.42|901066.65|716549.465
49594|1799|1|3|806558.36|10207.95|396730.095
